COMPOSITE TABLE
 Factors               i      j   t PlotOutput
  ResRot    201730641100 St1778  11       17.9
  PinTim    201730641100 St1778  16       40.4
  SprTim    201730641100 St1778  16       67.8
  PinPuw    201730641100 St1778  16        8.6
  SprPuw    201730641100 St1778  16       46.7
  Decids    201730641100 St1778  16        6.4
  ResStm    201730641100 St1778  16       22.3
  ResRot    201730641100 St1778  16       26.4
  PinTim    201730641100 St1778  19      134.5
  SprTim    201730641100 St1778  19      269.9
  PinPuw    201730641100 St1778  19       16.4
  SprPuw    201730641100 St1778  19      131.6
  Decids    201730641100 St1778  19       22.0
  ResStm    201730641100 St1778  19       63.3
  ResRot    201730641100 St1778  19       77.0
  PinPuw    201730641100 St1779  11       15.2
  SprPuw    201730641100 St1779  11       26.7
  Decids    201730641100 St1779  11       73.3
  ResStm    201730641100 St1779  11       23.9
  ResRot    201730641100 St1779  11       17.9
  PinTim    201730641100 St1779  16      134.7
  SprTim    201730641100 St1779  16      225.9
  PinPuw    201730641100 St1779  16       28.6
  SprPuw    201730641100 St1779  16      155.5
  Decids    201730641100 St1779  16       21.4
  ResStm    201730641100 St1779  16       68.1
  ResRot    201730641100 St1779  16       80.7
  PinPuw    201730641100 St1780  11       15.2
  SprPuw    201730641100 St1780  11       26.7
  Decids    201730641100 St1780  11       73.3
  ResStm    201730641100 St1780  11       23.9
  ResRot    201730641100 St1780  11       17.9
  PinTim    201730641100 St1780  16      134.7
  SprTim    201730641100 St1780  16      225.9
  PinPuw    201730641100 St1780  16       28.6
  SprPuw    201730641100 St1780  16      155.5
  Decids    201730641100 St1780  16       21.4
  ResStm    201730641100 St1780  16       68.1
  ResRot    201730641100 St1780  16       80.7
  PinPuw    201730641100 St1781  11       15.2
  SprPuw    201730641100 St1781  11       26.7
  Decids    201730641100 St1781  11       73.3
  ResStm    201730641100 St1781  11       23.9
  ResRot    201730641100 St1781  11       17.9
  PinTim    201730641100 St1781  16      134.7
  SprTim    201730641100 St1781  16      225.9
  PinPuw    201730641100 St1781  16       28.6
  SprPuw    201730641100 St1781  16      155.5
  Decids    201730641100 St1781  16       21.4
  ResStm    201730641100 St1781  16       68.1
  ResRot    201730641100 St1781  16       80.7
  PinPuw    201730641100 St1782  11       15.2
  SprPuw    201730641100 St1782  11       26.7
  Decids    201730641100 St1782  11       73.3
  ResStm    201730641100 St1782  11       23.9
  ResRot    201730641100 St1782  11       17.9
  PinTim    201730641100 St1782  15       36.8
  SprTim    201730641100 St1782  15       58.6
  PinPuw    201730641100 St1782  15        9.0
  SprPuw    201730641100 St1782  15       44.7
  Decids    201730641100 St1782  15        5.7
  ResStm    201730641100 St1782  15       21.0
  ResRot    201730641100 St1782  15       23.9
  PinPuw    201730641100 St1783  11       15.2
  SprPuw    201730641100 St1783  11       26.7
  Decids    201730641100 St1783  11       73.3
  ResStm    201730641100 St1783  11       23.9
  ResRot    201730641100 St1783  11       17.9
  PinTim    201730641100 St1783  15       36.8
  SprTim    201730641100 St1783  15       58.6
  PinPuw    201730641100 St1783  15        9.0
  SprPuw    201730641100 St1783  15       44.7
  Decids    201730641100 St1783  15        5.7
  ResStm    201730641100 St1783  15       21.0
  ResRot    201730641100 St1783  15       23.9
  PinTim    201730641100 St1783  22      162.0
  SprTim    201730641100 St1783  22      359.0
  PinPuw    201730641100 St1783  22        9.7
  SprPuw    201730641100 St1783  22      136.4
  Decids    201730641100 St1783  22       26.9
  ResStm    201730641100 St1783  22       73.1
  ResRot    201730641100 St1783  22       93.1
  PinPuw    201730641100 St1784  11       15.2
  SprPuw    201730641100 St1784  11       26.7
  Decids    201730641100 St1784  11       73.3
  ResStm    201730641100 St1784  11       23.9
  ResRot    201730641100 St1784  11       17.9
  PinTim    201730641100 St1784  15       36.8
  SprTim    201730641100 St1784  15       58.6
  PinPuw    201730641100 St1784  15        9.0
  SprPuw    201730641100 St1784  15       44.7
  Decids    201730641100 St1784  15        5.7
  ResStm    201730641100 St1784  15       21.0
  ResRot    201730641100 St1784  15       23.9
  PinTim    201730641100 St1784  21      155.6
  SprTim    201730641100 St1784  21      334.9
  PinPuw    201730641100 St1784  21       12.1
  SprPuw    201730641100 St1784  21      137.4
  Decids    201730641100 St1784  21       25.6
  ResStm    201730641100 St1784  21       70.9
  ResRot    201730641100 St1784  21       89.7
  PinPuw    201730641100 St1785  11       15.2
  SprPuw    201730641100 St1785  11       26.7
  Decids    201730641100 St1785  11       73.3
  ResStm    201730641100 St1785  11       23.9
  ResRot    201730641100 St1785  11       17.9
  PinTim    201730641100 St1785  15       36.8
  SprTim    201730641100 St1785  15       58.6
  PinPuw    201730641100 St1785  15        9.0
  SprPuw    201730641100 St1785  15       44.7
  Decids    201730641100 St1785  15        5.7
  ResStm    201730641100 St1785  15       21.0
  ResRot    201730641100 St1785  15       23.9
  PinTim    201730641100 St1785  20      147.7
  SprTim    201730641100 St1785  20      308.6
  PinPuw    201730641100 St1785  20       14.5
  SprPuw    201730641100 St1785  20      137.1
  Decids    201730641100 St1785  20       24.1
  ResStm    201730641100 St1785  20       68.4
  ResRot    201730641100 St1785  20       85.4
  PinPuw    201730641100 St1786  11       15.2
  SprPuw    201730641100 St1786  11       26.7
  Decids    201730641100 St1786  11       73.3
  ResStm    201730641100 St1786  11       23.9
  ResRot    201730641100 St1786  11       17.9
  PinTim    201730641100 St1786  15       36.8
  SprTim    201730641100 St1786  15       58.6
  PinPuw    201730641100 St1786  15        9.0
  SprPuw    201730641100 St1786  15       44.7
  Decids    201730641100 St1786  15        5.7
  ResStm    201730641100 St1786  15       21.0
  ResRot    201730641100 St1786  15       23.9
  PinTim    201730641100 St1786  19      138.4
  SprTim    201730641100 St1786  19      279.9
  PinPuw    201730641100 St1786  19       16.6
  SprPuw    201730641100 St1786  19      135.2
  Decids    201730641100 St1786  19       22.4
  ResStm    201730641100 St1786  19       65.4
  ResRot    201730641100 St1786  19       80.1
  PinPuw    201730641100 St1787  11       15.2
  SprPuw    201730641100 St1787  11       26.7
  Decids    201730641100 St1787  11       73.3
  ResStm    201730641100 St1787  11       23.9
  ResRot    201730641100 St1787  11       17.9
  PinTim    201730641100 St1787  15       36.8
  SprTim    201730641100 St1787  15       58.6
  PinPuw    201730641100 St1787  15        9.0
  SprPuw    201730641100 St1787  15       44.7
  Decids    201730641100 St1787  15        5.7
  ResStm    201730641100 St1787  15       21.0
  ResRot    201730641100 St1787  15       23.9
  PinTim    201730641100 St1787  19      138.4
  SprTim    201730641100 St1787  19      279.9
  PinPuw    201730641100 St1787  19       16.6
  SprPuw    201730641100 St1787  19      135.2
  Decids    201730641100 St1787  19       22.4
  ResStm    201730641100 St1787  19       65.4
  ResRot    201730641100 St1787  19       80.1
  PinPuw    201730641100 St1788  11       15.2
  SprPuw    201730641100 St1788  11       26.7
  Decids    201730641100 St1788  11       73.3
  ResStm    201730641100 St1788  11       23.9
  ResRot    201730641100 St1788  11       17.9
  PinTim    201730641100 St1788  15       36.8
  SprTim    201730641100 St1788  15       58.6
  PinPuw    201730641100 St1788  15        9.0
  SprPuw    201730641100 St1788  15       44.7
  Decids    201730641100 St1788  15        5.7
  ResStm    201730641100 St1788  15       21.0
  ResRot    201730641100 St1788  15       23.9
  PinTim    201730641100 St1788  18      127.6
  SprTim    201730641100 St1788  18      248.6
  PinPuw    201730641100 St1788  18       18.4
  SprPuw    201730641100 St1788  18      131.1
  Decids    201730641100 St1788  18       20.5
  ResStm    201730641100 St1788  18       61.7
  ResRot    201730641100 St1788  18       73.7
  PinPuw    201730641100 St1789  11       15.2
  SprPuw    201730641100 St1789  11       26.7
  Decids    201730641100 St1789  11       73.3
  ResStm    201730641100 St1789  11       23.9
  ResRot    201730641100 St1789  11       17.9
  PinTim    201730641100 St1789  15       36.8
  SprTim    201730641100 St1789  15       58.6
  PinPuw    201730641100 St1789  15        9.0
  SprPuw    201730641100 St1789  15       44.7
  Decids    201730641100 St1789  15        5.7
  ResStm    201730641100 St1789  15       21.0
  ResRot    201730641100 St1789  15       23.9
  PinTim    201730641100 St1789  18      127.6
  SprTim    201730641100 St1789  18      248.6
  PinPuw    201730641100 St1789  18       18.4
  SprPuw    201730641100 St1789  18      131.1
  Decids    201730641100 St1789  18       20.5
  ResStm    201730641100 St1789  18       61.7
  ResRot    201730641100 St1789  18       73.7
  PinPuw    201730641100 St1790  11       15.2
  SprPuw    201730641100 St1790  11       26.7
  Decids    201730641100 St1790  11       73.3
  ResStm    201730641100 St1790  11       23.9
  ResRot    201730641100 St1790  11       17.9
  PinTim    201730641100 St1790  15      122.7
  SprTim    201730641100 St1790  15      195.4
  PinPuw    201730641100 St1790  15       30.0
  SprPuw    201730641100 St1790  15      148.9
  Decids    201730641100 St1790  15       19.1
  ResStm    201730641100 St1790  15       64.9
  ResRot    201730641100 St1790  15       74.0
  PinPuw    201730641100 St1791  11       15.2
  SprPuw    201730641100 St1791  11       26.7
  Decids    201730641100 St1791  11       73.3
  ResStm    201730641100 St1791  11       23.9
  ResRot    201730641100 St1791  11       17.9
  PinTim    201730641100 St1791  15      122.7
  SprTim    201730641100 St1791  15      195.4
  PinPuw    201730641100 St1791  15       30.0
  SprPuw    201730641100 St1791  15      148.9
  Decids    201730641100 St1791  15       19.1
  ResStm    201730641100 St1791  15       64.9
  ResRot    201730641100 St1791  15       74.0
  PinPuw    201730641100 St1792  11       15.2
  SprPuw    201730641100 St1792  11       26.7
  Decids    201730641100 St1792  11       73.3
  ResStm    201730641100 St1792  11       23.9
  ResRot    201730641100 St1792  11       17.9
  PinTim    201730641100 St1792  15      122.7
  SprTim    201730641100 St1792  15      195.4
  PinPuw    201730641100 St1792  15       30.0
  SprPuw    201730641100 St1792  15      148.9
  Decids    201730641100 St1792  15       19.1
  ResStm    201730641100 St1792  15       64.9
  ResRot    201730641100 St1792  15       74.0
  PinPuw    201730641100 St1793  11       15.2
  SprPuw    201730641100 St1793  11       26.7
  Decids    201730641100 St1793  11       73.3
  ResStm    201730641100 St1793  11       23.9
  ResRot    201730641100 St1793  11       17.9
  PinTim    201730641100 St1793  14      109.5
  SprTim    201730641100 St1793  14      163.9
  PinPuw    201730641100 St1793  14       30.8
  SprPuw    201730641100 St1793  14      139.8
  Decids    201730641100 St1793  14       16.6
  ResStm    201730641100 St1793  14       60.6
  ResRot    201730641100 St1793  14       65.9
  PinPuw    201730641100 St1794  11       15.2
  SprPuw    201730641100 St1794  11       26.7
  Decids    201730641100 St1794  11       73.3
  ResStm    201730641100 St1794  11       23.9
  ResRot    201730641100 St1794  11       17.9
  PinTim    201730641100 St1794  14      109.5
  SprTim    201730641100 St1794  14      163.9
  PinPuw    201730641100 St1794  14       30.8
  SprPuw    201730641100 St1794  14      139.8
  Decids    201730641100 St1794  14       16.6
  ResStm    201730641100 St1794  14       60.6
  ResRot    201730641100 St1794  14       65.9
  PinPuw    201730641100 St1795  11       15.2
  SprPuw    201730641100 St1795  11       26.7
  Decids    201730641100 St1795  11       73.3
  ResStm    201730641100 St1795  11       23.9
  ResRot    201730641100 St1795  11       17.9
  PinTim    201730641100 St1795  14      109.5
  SprTim    201730641100 St1795  14      163.9
  PinPuw    201730641100 St1795  14       30.8
  SprPuw    201730641100 St1795  14      139.8
  Decids    201730641100 St1795  14       16.6
  ResStm    201730641100 St1795  14       60.6
  ResRot    201730641100 St1795  14       65.9
  PinPuw    201730641100 St1796  11       15.2
  SprPuw    201730641100 St1796  11       26.7
  Decids    201730641100 St1796  11       73.3
  ResStm    201730641100 St1796  11       23.9
  ResRot    201730641100 St1796  11       17.9
  PinTim    201730641100 St1796  14      109.5
  SprTim    201730641100 St1796  14      163.9
  PinPuw    201730641100 St1796  14       30.8
  SprPuw    201730641100 St1796  14      139.8
  Decids    201730641100 St1796  14       16.6
  ResStm    201730641100 St1796  14       60.6
  ResRot    201730641100 St1796  14       65.9
  PinTim    201730641100 St1797  11       70.3
  SprTim    201730641100 St1797  11       72.2
  PinPuw    201730641100 St1797  11       31.9
  SprPuw    201730641100 St1797  11      107.4
  Decids    201730641100 St1797  11       81.5
  ResStm    201730641100 St1797  11       64.4
  ResRot    201730641100 St1797  11       54.4
  PinTim    201730641100 St1798  11       70.3
  SprTim    201730641100 St1798  11       72.2
  PinPuw    201730641100 St1798  11       31.9
  SprPuw    201730641100 St1798  11      107.4
  Decids    201730641100 St1798  11       81.5
  ResStm    201730641100 St1798  11       64.4
  ResRot    201730641100 St1798  11       54.4
  PinTim    201730641100 St1799  11       70.3
  SprTim    201730641100 St1799  11       72.2
  PinPuw    201730641100 St1799  11       31.9
  SprPuw    201730641100 St1799  11      107.4
